transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000026,card_00424,2026-01-07T13:22:31Z,312.18,pharmacy,GB,True,False
txn_0000027,card_00515,2026-01-04T10:55:02Z,32.74,restaurant,AE,True,False
txn_0000028,card_00031,2026-01-01T00:31:22Z,13.09,fuel,DE,True,False
txn_0000029,card_00836,2026-01-20T21:43:29Z,80.95,utilities,US,True,False
txn_0000030,card_00492,2026-01-27T08:29:42Z,222.44,restaurant,US,True,True
txn_0000031,card_00176,2026-01-25T22:39:35Z,175.51,grocery,US,True,False
txn_0000032,card_00410,2026-01-01T06:45:24Z,60.81,travel,SG,False,False
txn_0000033,card_00090,2026-01-05T01:44:40Z,121.89,grocery,DE,True,False
txn_0000034,card_00633,2026-01-17T17:35:31Z,243.87,grocery,GB,True,False
txn_0000035,card_00117,2026-01-06T21:09:27Z,149.35,entertainment,SG,False,False
txn_0000036,card_00817,2026-01-17T21:54:55Z,273.62,grocery,GB,True,False
txn_0000037,card_00421,2026-01-18T14:29:09Z,106.09,restaurant,DE,False,False
txn_0000038,card_00212,2026-01-21T23:28:22Z,36.47,utilities,GB,True,False
txn_0000039,card_00829,2026-01-25T14:20:52Z,52.97,entertainment,DE,False,False
txn_0000040,card_00456,2026-01-25T03:34:28Z,635.25,restaurant,SG,False,False
txn_0000041,card_00236,2026-01-21T19:24:48Z,83.44,utilities,AE,True,False
txn_0000042,card_00496,2026-01-27T11:23:02Z,11.73,restaurant,DE,False,False
txn_0000043,card_00866,2026-01-06T09:58:52Z,23.06,pharmacy,IN,True,False
txn_0000044,card_00577,2026-01-26T08:08:09Z,27.33,entertainment,AE,True,False
txn_0000045,card_00326,2026-01-11T23:41:28Z,136.53,restaurant,SG,False,False
txn_0000046,card_00371,2026-01-12T23:54:10Z,143.75,travel,AE,True,False
txn_0000047,card_00742,2026-01-28T19:57:02Z,3.5,atm_withdrawal,GB,True,False
txn_0000048,card_00357,2026-01-17T18:54:56Z,46.79,atm_withdrawal,US,False,False
txn_0000049,card_00092,2026-01-07T21:03:56Z,179.87,entertainment,SG,False,False
txn_0000050,card_00001,2026-01-14T05:02:29Z,40.87,travel,IN,False,False
txn_0000051,card_00581,2026-01-15T02:00:43Z,6.58,fuel,IN,True,False
txn_0000052,card_00574,2026-01-03T13:28:29Z,143.17,entertainment,GB,True,False
txn_0000053,card_00045,2026-01-12T13:03:59Z,194.2,fuel,AE,False,False
txn_0000054,card_00696,2026-01-03T08:06:24Z,105.8,pharmacy,IN,False,False
txn_0000055,card_00749,2026-01-09T12:22:51Z,85.54,grocery,IN,False,False
txn_0000056,card_00250,2026-01-21T03:07:16Z,180.78,online_retail,US,True,False
txn_0000057,card_00094,2026-01-25T16:34:11Z,273.33,grocery,SG,False,False
txn_0000058,card_00510,2026-01-10T09:14:10Z,10.29,fuel,US,False,False
txn_0000059,card_00214,2026-01-19T04:00:14Z,34.15,entertainment,IN,True,False
txn_0000060,card_00895,2026-01-05T17:15:12Z,131.64,entertainment,US,True,False
txn_0000061,card_00127,2026-01-10T13:22:26Z,36.74,atm_withdrawal,IN,False,False
txn_0000062,card_00540,2026-01-23T11:50:38Z,29.35,electronics,DE,False,False
txn_0000063,card_00038,2026-01-16T20:15:36Z,3.89,entertainment,US,False,False
txn_0000064,card_00704,2026-01-15T19:55:50Z,9.64,atm_withdrawal,SG,False,False
txn_0000065,card_00677,2026-01-11T15:34:53Z,69.04,electronics,DE,False,False
txn_0000066,card_00541,2026-01-16T13:22:43Z,25.89,fuel,IN,True,False
txn_0000067,card_00155,2026-01-15T17:27:01Z,79.77,online_retail,GB,False,False
txn_0000068,card_00452,2026-01-03T07:11:42Z,195.56,pharmacy,DE,True,False
txn_0000069,card_00348,2026-01-18T03:31:35Z,14.75,travel,SG,True,False
txn_0000070,card_00779,2026-01-06T01:56:58Z,57.49,utilities,AE,False,False
txn_0000071,card_00494,2026-01-26T12:31:46Z,57.45,grocery,GB,True,False
txn_0000072,card_00006,2026-01-30T21:43:04Z,177.63,electronics,IN,False,False
txn_0000073,card_00824,2026-01-16T01:48:19Z,140.61,electronics,DE,True,False
txn_0000074,card_00620,2026-01-26T10:32:46Z,120.61,entertainment,DE,False,False
txn_0000075,card_00874,2026-01-23T18:52:45Z,305.95,atm_withdrawal,GB,False,False
txn_0000076,card_00579,2026-01-11T00:46:41Z,30.81,pharmacy,AE,True,False
txn_0000077,card_00290,2026-01-17T07:24:14Z,347.55,entertainment,DE,False,False
txn_0000078,card_00191,2026-01-28T03:49:22Z,48.93,grocery,DE,True,False
txn_0000079,card_00842,2026-01-19T08:21:30Z,190.41,electronics,GB,True,False
txn_0000080,card_00758,2026-01-07T10:20:06Z,56.29,restaurant,US,True,False
txn_0000081,card_00284,2026-01-20T19:02:20Z,44.23,atm_withdrawal,SG,False,False
txn_0000082,card_00320,2026-01-10T04:05:57Z,31.52,fuel,US,False,False
txn_0000083,card_00268,2026-01-03T20:01:37Z,107.95,electronics,DE,True,False
txn_0000084,card_00773,2026-01-01T18:42:10Z,90.53,restaurant,DE,True,False
txn_0000085,card_00611,2026-01-26T01:42:14Z,284.2,pharmacy,DE,False,False
txn_0000086,card_00859,2026-01-27T04:45:43Z,139.68,fuel,IN,True,False
txn_0000087,card_00773,2026-01-16T02:20:39Z,75.39,entertainment,DE,True,False
txn_0000088,card_00080,2026-01-28T08:04:10Z,40.41,travel,DE,False,False
txn_0000089,card_00699,2026-01-26T17:02:16Z,2.21,travel,DE,True,False
txn_0000090,card_00534,2026-01-10T15:07:56Z,126.91,grocery,AE,True,False
txn_0000091,card_00729,2026-01-07T12:00:30Z,35.35,restaurant,IN,False,False
txn_0000092,card_00430,2026-01-08T16:33:00Z,153.27,online_retail,IN,True,False
txn_0000093,card_00482,2026-01-18T16:46:13Z,538.36,atm_withdrawal,GB,True,False
txn_0000094,card_00795,2026-01-04T00:33:10Z,66.73,restaurant,GB,False,False
txn_0000095,card_00296,2026-01-03T16:18:44Z,50.59,online_retail,IN,True,False
txn_0000096,card_00822,2026-01-30T07:49:22Z,40.5,restaurant,GB,True,False
txn_0000097,card_00185,2026-01-20T08:55:59Z,325.27,online_retail,US,False,False
txn_0000098,card_00038,2026-01-09T08:56:09Z,4.88,travel,DE,False,False
txn_0000099,card_00739,2026-01-05T14:26:18Z,17.64,travel,IN,True,False
txn_0000100,card_00056,2026-01-02T08:18:24Z,27.55,electronics,AE,True,False
txn_0000101,card_00674,2026-01-03T02:19:29Z,82.71,electronics,IN,False,False
txn_0000102,card_00689,2026-01-02T18:01:37Z,27.27,entertainment,IN,True,False
txn_0000103,card_00673,2026-01-25T09:43:56Z,30.42,restaurant,US,True,False
txn_0000104,card_00303,2026-01-02T06:51:11Z,38.24,online_retail,DE,True,False
txn_0000105,card_00721,2026-01-07T10:27:07Z,48.02,electronics,AE,True,False
txn_0000106,card_00163,2026-01-27T14:38:34Z,50.84,online_retail,SG,False,False
txn_0000107,card_00004,2026-01-23T17:48:18Z,171.68,restaurant,DE,True,False
txn_0000108,card_00196,2026-01-16T09:22:15Z,55.04,atm_withdrawal,GB,True,False
txn_0000109,card_00201,2026-01-21T04:39:26Z,21.19,fuel,SG,False,False
txn_0000110,card_00049,2026-01-27T18:59:37Z,12.77,online_retail,AE,False,False
txn_0000111,card_00244,2026-01-25T15:48:31Z,4.23,pharmacy,SG,True,False
txn_0000112,card_00762,2026-01-08T14:09:31Z,65.3,entertainment,IN,True,False
txn_0000113,card_00285,2026-01-04T19:02:44Z,26.2,fuel,DE,True,False
txn_0000114,card_00291,2026-01-08T04:52:23Z,66.19,travel,IN,False,False
txn_0000115,card_00249,2026-01-16T15:02:07Z,3.59,online_retail,AE,False,False
txn_0000116,card_00230,2026-01-21T12:45:54Z,168.9,restaurant,IN,True,False
txn_0000117,card_00505,2026-01-13T18:21:29Z,42.89,online_retail,DE,False,False
txn_0000118,card_00825,2026-01-21T21:23:28Z,77.56,grocery,GB,True,False
txn_0000119,card_00348,2026-01-22T12:36:27Z,10.23,travel,SG,False,False
txn_0000120,card_00020,2026-01-06T00:38:34Z,15.85,travel,GB,True,False
txn_0000121,card_00390,2026-01-04T14:09:31Z,13.62,electronics,SG,True,False
txn_0000122,card_00868,2026-01-20T21:21:08Z,273.39,entertainment,IN,True,False
txn_0000123,card_00395,2026-01-21T21:06:37Z,15.87,pharmacy,GB,False,False
txn_0000124,card_00655,2026-01-28T16:30:30Z,79.68,fuel,DE,False,False
txn_0000125,card_00116,2026-01-30T11:00:34Z,111.74,pharmacy,US,True,False
txn_0000126,card_00497,2026-01-21T18:30:28Z,4.4,utilities,US,False,False
txn_0000127,card_00140,2026-01-30T08:23:08Z,70.55,utilities,IN,True,False
txn_0000128,card_00642,2026-01-06T08:14:13Z,158.73,fuel,AE,False,False
txn_0000129,card_00527,2026-01-02T17:23:18Z,37.2,restaurant,AE,False,False
txn_0000130,card_00179,2026-01-25T18:22:00Z,121.36,atm_withdrawal,IN,False,False
txn_0000131,card_00092,2026-01-05T21:54:48Z,259.66,utilities,DE,False,False
txn_0000132,card_00345,2026-01-16T06:43:53Z,193.6,utilities,IN,True,False
txn_0000133,card_00809,2026-01-21T23:37:03Z,462.01,electronics,GB,True,True
txn_0000134,card_00499,2026-01-10T03:53:38Z,36.93,restaurant,IN,False,False
txn_0000135,card_00583,2026-01-01T06:01:00Z,104.79,restaurant,GB,True,False
txn_0000136,card_00539,2026-01-02T16:52:02Z,66.19,pharmacy,IN,False,False
txn_0000137,card_00003,2026-01-21T17:38:22Z,7.96,fuel,DE,True,False
txn_0000138,card_00451,2026-01-13T07:13:15Z,25.76,restaurant,AE,False,False
txn_0000139,card_00703,2026-01-16T01:39:52Z,95.42,online_retail,DE,True,False
txn_0000140,card_00699,2026-01-04T20:25:04Z,113.87,online_retail,US,True,False
txn_0000141,card_00463,2026-01-10T05:19:52Z,176.01,grocery,US,True,True
txn_0000142,card_00527,2026-01-08T00:48:52Z,56.79,grocery,SG,False,False
txn_0000143,card_00361,2026-01-17T03:56:22Z,129.66,pharmacy,DE,True,False
txn_0000144,card_00031,2026-01-13T02:34:27Z,606.02,entertainment,IN,True,False
txn_0000145,card_00696,2026-01-27T07:04:36Z,123.36,atm_withdrawal,IN,False,False
txn_0000146,card_00302,2026-01-07T03:21:02Z,111.09,fuel,US,False,True
txn_0000147,card_00598,2026-01-28T13:30:34Z,78.99,grocery,SG,False,False
txn_0000148,card_00779,2026-01-12T10:41:48Z,131.03,restaurant,AE,True,False
txn_0000149,card_00413,2026-01-29T21:47:31Z,33.6,grocery,DE,True,False
txn_0000150,card_00702,2026-01-17T08:55:00Z,138.8,travel,IN,True,False
txn_0000151,card_00466,2026-01-16T04:25:02Z,131.49,online_retail,IN,False,False
txn_0000152,card_00343,2026-01-12T21:37:55Z,10.89,electronics,AE,False,False
txn_0000153,card_00160,2026-01-14T11:12:20Z,45.44,grocery,GB,False,False
txn_0000154,card_00341,2026-01-04T13:24:41Z,362.05,utilities,IN,False,False
txn_0000155,card_00696,2026-01-27T17:32:08Z,106.93,utilities,US,False,False
txn_0000156,card_00141,2026-01-06T17:36:09Z,23.12,fuel,AE,True,False
txn_0000157,card_00235,2026-01-12T08:57:52Z,73.7,pharmacy,DE,False,False
txn_0000158,card_00080,2026-01-23T06:42:47Z,9.21,fuel,SG,True,False
txn_0000159,card_00241,2026-01-05T01:24:52Z,276.52,fuel,IN,True,False
txn_0000160,card_00072,2026-01-13T05:40:59Z,20.65,grocery,AE,True,False
txn_0000161,card_00106,2026-01-04T10:41:35Z,5.68,electronics,SG,True,False
txn_0000162,card_00078,2026-01-03T10:05:37Z,47.39,restaurant,US,True,False
txn_0000163,card_00650,2026-01-01T03:58:01Z,43.57,restaurant,AE,True,False
txn_0000164,card_00480,2026-01-27T08:35:24Z,618.08,fuel,US,True,False
txn_0000165,card_00722,2026-01-20T17:48:45Z,50.65,entertainment,US,False,False
txn_0000166,card_00080,2026-01-10T15:37:00Z,29.25,restaurant,IN,True,False
txn_0000167,card_00330,2026-01-26T22:32:39Z,313.6,online_retail,DE,True,True
txn_0000168,card_00885,2026-01-04T12:06:41Z,159.35,online_retail,DE,True,False
txn_0000169,card_00472,2026-01-23T14:55:30Z,110.88,restaurant,AE,False,False
txn_0000170,card_00757,2026-01-18T19:53:37Z,46.37,pharmacy,AE,True,False
txn_0000171,card_00140,2026-01-20T17:56:06Z,19.32,restaurant,GB,False,False
txn_0000172,card_00075,2026-01-27T05:50:57Z,313.12,grocery,AE,False,True
txn_0000173,card_00481,2026-01-16T08:42:29Z,462.37,pharmacy,GB,True,True
txn_0000174,card_00456,2026-01-05T06:05:28Z,116.68,restaurant,DE,True,False
txn_0000175,card_00411,2026-01-16T12:51:47Z,49.92,grocery,DE,True,False
txn_0000176,card_00576,2026-01-07T06:52:40Z,25.69,utilities,IN,True,False
txn_0000177,card_00252,2026-01-04T10:55:38Z,89.06,utilities,SG,True,True
txn_0000178,card_00122,2026-01-10T15:05:20Z,97.81,restaurant,GB,True,False
txn_0000179,card_00226,2026-01-19T21:31:48Z,32.59,utilities,IN,False,False
txn_0000180,card_00245,2026-01-07T20:59:31Z,58.61,electronics,AE,False,False
txn_0000181,card_00375,2026-01-01T12:58:35Z,37.77,atm_withdrawal,SG,False,False
txn_0000182,card_00792,2026-01-19T13:04:17Z,43.74,atm_withdrawal,GB,True,False
txn_0000183,card_00494,2026-01-25T11:28:34Z,138.39,entertainment,IN,True,False
txn_0000184,card_00471,2026-01-08T15:33:33Z,50.6,fuel,GB,True,False
txn_0000185,card_00551,2026-01-02T16:56:42Z,22.02,pharmacy,US,True,False
txn_0000186,card_00160,2026-01-19T19:52:06Z,247.12,restaurant,DE,False,True
txn_0000187,card_00030,2026-01-19T00:28:41Z,205.35,grocery,GB,True,False
txn_0000188,card_00745,2026-01-02T05:52:09Z,151.94,grocery,SG,True,False
txn_0000189,card_00591,2026-01-21T08:42:00Z,1463.85,restaurant,GB,False,False
txn_0000190,card_00647,2026-01-30T06:55:27Z,52.5,online_retail,GB,True,False
txn_0000191,card_00691,2026-01-13T20:07:52Z,18.07,grocery,AE,True,False
txn_0000192,card_00762,2026-01-03T15:18:16Z,28.76,fuel,GB,False,False
txn_0000193,card_00182,2026-01-22T09:36:53Z,97.15,travel,GB,False,False
txn_0000194,card_00210,2026-01-28T14:32:07Z,24.83,pharmacy,SG,True,False
txn_0000195,card_00130,2026-01-29T14:15:53Z,50.68,electronics,SG,True,False
txn_0000196,card_00585,2026-01-13T00:15:01Z,88.62,fuel,SG,False,False
txn_0000197,card_00662,2026-01-07T03:57:54Z,64.44,travel,SG,True,False
txn_0000198,card_00210,2026-01-12T11:52:36Z,12.51,travel,SG,False,False
txn_0000199,card_00334,2026-01-07T20:57:39Z,37.93,electronics,DE,False,False
txn_0000200,card_00740,2026-01-01T02:48:32Z,18.74,fuel,AE,True,False
txn_0000201,card_00283,2026-01-07T07:41:58Z,38.48,fuel,US,True,False
txn_0000202,card_00353,2026-01-21T00:13:51Z,38.27,entertainment,US,True,False
txn_0000203,card_00399,2026-01-22T06:52:09Z,60.95,fuel,IN,True,False
txn_0000204,card_00643,2026-01-23T09:21:15Z,151.93,atm_withdrawal,IN,False,False
txn_0000205,card_00214,2026-01-26T04:20:07Z,33.76,fuel,AE,False,False
txn_0000206,card_00462,2026-01-18T14:19:46Z,72.19,entertainment,GB,False,False
txn_0000207,card_00333,2026-01-11T17:31:36Z,26.46,electronics,GB,False,False
txn_0000208,card_00137,2026-01-25T12:41:16Z,57.3,utilities,DE,False,False
txn_0000209,card_00201,2026-01-23T14:21:13Z,78.55,restaurant,US,False,False
txn_0000210,card_00390,2026-01-11T23:37:12Z,238.83,restaurant,DE,True,True
txn_0000211,card_00025,2026-01-02T07:03:55Z,139.08,fuel,DE,False,False
txn_0000212,card_00182,2026-01-29T22:44:01Z,62.91,fuel,IN,True,False
txn_0000213,card_00788,2026-01-24T11:33:06Z,28.81,restaurant,SG,True,False
txn_0000214,card_00482,2026-01-03T15:23:56Z,62.52,pharmacy,IN,True,False
txn_0000215,card_00084,2026-01-18T07:10:35Z,25.06,pharmacy,GB,True,False
txn_0000216,card_00799,2026-01-17T03:02:33Z,17.69,entertainment,DE,False,False
txn_0000217,card_00743,2026-01-24T19:10:12Z,144.16,atm_withdrawal,AE,False,False
txn_0000218,card_00088,2026-01-19T20:36:35Z,70.84,fuel,SG,False,False
txn_0000219,card_00292,2026-01-15T22:34:28Z,47.68,pharmacy,AE,False,False
txn_0000220,card_00854,2026-01-28T17:01:33Z,9.32,atm_withdrawal,DE,False,False
txn_0000221,card_00336,2026-01-12T19:57:50Z,19.75,grocery,GB,True,False
txn_0000222,card_00830,2026-01-18T22:42:48Z,40.49,restaurant,SG,False,False
txn_0000223,card_00061,2026-01-02T23:23:40Z,110.97,restaurant,SG,True,False
txn_0000224,card_00745,2026-01-24T08:46:09Z,117.92,grocery,IN,False,False
txn_0000225,card_00504,2026-01-07T07:03:32Z,14.94,electronics,DE,False,False
txn_0000226,card_00239,2026-01-25T09:45:19Z,23.64,utilities,DE,False,False
txn_0000227,card_00153,2026-01-22T01:21:44Z,63.06,fuel,DE,True,False
txn_0000228,card_00040,2026-01-29T19:33:07Z,113.14,utilities,SG,True,False
txn_0000229,card_00065,2026-01-19T16:38:22Z,75.32,electronics,IN,True,False
txn_0000230,card_00187,2026-01-12T23:33:49Z,23.02,electronics,DE,False,False
txn_0000231,card_00015,2026-01-03T20:39:00Z,147.82,atm_withdrawal,DE,False,False
txn_0000232,card_00373,2026-01-26T10:27:23Z,24.73,electronics,DE,False,False
txn_0000233,card_00669,2026-01-02T00:51:06Z,12.03,fuel,AE,False,False
txn_0000234,card_00622,2026-01-29T22:55:44Z,48.97,fuel,US,True,False
txn_0000235,card_00227,2026-01-28T18:35:35Z,58.83,fuel,AE,True,False
txn_0000236,card_00133,2026-01-14T10:17:16Z,82.51,grocery,IN,False,False
txn_0000237,card_00820,2026-01-02T11:30:32Z,21.87,online_retail,GB,False,False
txn_0000238,card_00354,2026-01-04T01:30:19Z,48.14,atm_withdrawal,US,True,False
txn_0000239,card_00513,2026-01-15T02:06:48Z,47.78,fuel,IN,True,False
txn_0000240,card_00258,2026-01-19T21:02:27Z,373.15,grocery,DE,True,False
txn_0000241,card_00309,2026-01-09T20:10:31Z,28.48,restaurant,DE,True,False
txn_0000242,card_00398,2026-01-04T12:59:21Z,11.47,fuel,IN,False,False
txn_0000243,card_00766,2026-01-21T04:20:56Z,8.81,entertainment,US,True,False
txn_0000244,card_00372,2026-01-27T07:31:00Z,13.43,atm_withdrawal,SG,True,False
txn_0000245,card_00565,2026-01-07T00:02:24Z,168.84,travel,AE,False,False
txn_0000246,card_00294,2026-01-26T20:49:29Z,69.21,grocery,DE,True,False
txn_0000247,card_00066,2026-01-24T23:28:11Z,77.47,utilities,US,True,True
txn_0000248,card_00561,2026-01-02T02:17:53Z,34.51,utilities,AE,True,False
txn_0000249,card_00293,2026-01-13T21:54:25Z,63.52,restaurant,US,True,False
txn_0000250,card_00438,2026-01-19T18:11:01Z,100.58,grocery,US,False,False
txn_0000251,card_00655,2026-01-11T07:58:20Z,48.89,travel,US,True,False
txn_0000252,card_00470,2026-01-30T17:37:31Z,484.4,travel,US,True,False
txn_0000253,card_00157,2026-01-28T22:46:26Z,4383.19,grocery,US,False,True
txn_0000254,card_00703,2026-01-10T19:14:16Z,9.37,entertainment,IN,True,False
txn_0000255,card_00847,2026-01-07T10:32:47Z,128.84,online_retail,DE,True,False
txn_0000256,card_00842,2026-01-05T10:01:23Z,25.98,travel,AE,False,False
txn_0000257,card_00415,2026-01-04T16:18:01Z,537.73,electronics,DE,False,False
txn_0000258,card_00088,2026-01-17T13:57:50Z,13.0,grocery,IN,False,False
txn_0000259,card_00192,2026-01-14T20:33:37Z,281.73,entertainment,AE,False,False
txn_0000260,card_00269,2026-01-21T05:13:48Z,79.99,fuel,IN,False,False
txn_0000261,card_00215,2026-01-14T05:45:21Z,155.82,fuel,SG,True,False
txn_0000262,card_00796,2026-01-23T10:19:46Z,136.67,travel,GB,True,False
txn_0000263,card_00135,2026-01-15T20:14:06Z,85.14,utilities,DE,False,False
txn_0000264,card_00690,2026-01-23T22:01:25Z,18.07,utilities,DE,True,False
txn_0000265,card_00518,2026-01-15T17:44:05Z,108.58,restaurant,US,False,False
txn_0000266,card_00861,2026-01-06T23:44:43Z,8.29,electronics,DE,True,False
txn_0000267,card_00086,2026-01-27T15:25:37Z,101.63,atm_withdrawal,US,True,False
txn_0000268,card_00793,2026-01-28T22:38:04Z,36.12,fuel,SG,True,False
txn_0000269,card_00554,2026-01-09T13:03:49Z,7.31,restaurant,IN,True,False
txn_0000270,card_00159,2026-01-21T11:56:01Z,9.98,utilities,IN,False,False
txn_0000271,card_00417,2026-01-01T06:48:50Z,49.1,pharmacy,SG,True,False
txn_0000272,card_00576,2026-01-09T14:28:12Z,175.66,entertainment,IN,False,False
txn_0000273,card_00262,2026-01-29T20:40:41Z,15.41,pharmacy,AE,True,False
txn_0000274,card_00224,2026-01-10T11:57:23Z,206.22,utilities,US,True,False
txn_0000275,card_00428,2026-01-30T13:01:55Z,133.85,restaurant,AE,False,False
txn_0000276,card_00145,2026-01-07T02:20:02Z,80.27,atm_withdrawal,GB,False,False
txn_0000277,card_00219,2026-01-11T09:07:35Z,211.34,restaurant,DE,False,False
txn_0000278,card_00357,2026-01-03T14:02:33Z,28.29,atm_withdrawal,US,False,False
txn_0000279,card_00098,2026-01-23T03:20:20Z,143.99,fuel,SG,False,False
txn_0000280,card_00338,2026-01-04T02:00:57Z,170.05,atm_withdrawal,GB,False,False
txn_0000281,card_00060,2026-01-10T20:54:39Z,144.03,travel,GB,True,False
txn_0000282,card_00894,2026-01-06T19:16:33Z,61.27,grocery,SG,False,False
txn_0000283,card_00578,2026-01-20T20:24:51Z,344.04,online_retail,IN,True,False
txn_0000284,card_00232,2026-01-21T03:26:05Z,41.26,entertainment,IN,False,False
txn_0000285,card_00090,2026-01-02T13:29:16Z,17.03,fuel,DE,True,False
txn_0000286,card_00164,2026-01-06T17:40:05Z,134.58,grocery,DE,False,False
txn_0000287,card_00510,2026-01-28T19:53:47Z,13.82,pharmacy,SG,False,False
txn_0000288,card_00571,2026-01-08T03:40:53Z,12.85,restaurant,AE,True,False
txn_0000289,card_00139,2026-01-22T09:57:12Z,11.6,pharmacy,GB,True,False
txn_0000290,card_00579,2026-01-08T13:01:49Z,99.63,utilities,DE,True,False
txn_0000291,card_00780,2026-01-01T03:52:23Z,33.75,travel,IN,False,False
txn_0000292,card_00775,2026-01-19T14:11:00Z,1213.16,electronics,GB,True,True
txn_0000293,card_00718,2026-01-22T22:38:30Z,31.74,entertainment,IN,True,False
txn_0000294,card_00450,2026-01-07T19:28:29Z,70.74,online_retail,IN,False,False
txn_0000295,card_00185,2026-01-17T13:04:59Z,4.12,grocery,SG,False,False
txn_0000296,card_00161,2026-01-20T01:42:21Z,236.06,entertainment,US,True,False
txn_0000297,card_00727,2026-01-29T00:24:19Z,46.79,atm_withdrawal,US,False,False
txn_0000298,card_00830,2026-01-16T17:37:25Z,60.46,online_retail,IN,True,False
txn_0000299,card_00826,2026-01-14T01:07:02Z,185.16,restaurant,AE,True,False
txn_0000300,card_00584,2026-01-01T09:27:38Z,74.08,electronics,IN,False,False
txn_0000301,card_00861,2026-01-04T01:08:30Z,177.51,pharmacy,IN,False,False
txn_0000302,card_00299,2026-01-14T04:25:40Z,76.18,utilities,GB,True,False
txn_0000303,card_00691,2026-01-11T13:38:01Z,25.2,electronics,DE,False,False
txn_0000304,card_00783,2026-01-28T09:45:57Z,30.35,restaurant,DE,False,False
txn_0000305,card_00059,2026-01-08T09:58:36Z,82.36,entertainment,SG,True,False
txn_0000306,card_00637,2026-01-07T12:41:17Z,214.69,online_retail,DE,True,False
txn_0000307,card_00738,2026-01-19T06:24:48Z,67.67,restaurant,US,True,False
txn_0000308,card_00391,2026-01-28T01:37:29Z,51.56,atm_withdrawal,GB,True,False
txn_0000309,card_00797,2026-01-12T06:42:22Z,465.03,fuel,SG,False,True
txn_0000310,card_00255,2026-01-24T22:11:29Z,49.72,electronics,DE,True,False
txn_0000311,card_00470,2026-01-01T06:20:49Z,131.27,utilities,GB,True,False
txn_0000312,card_00884,2026-01-16T19:50:16Z,112.94,fuel,AE,False,False
txn_0000313,card_00873,2026-01-10T02:46:19Z,81.98,restaurant,AE,True,False
txn_0000314,card_00107,2026-01-28T10:31:20Z,65.13,online_retail,SG,True,False
txn_0000315,card_00573,2026-01-18T17:46:31Z,44.98,travel,IN,True,False
txn_0000316,card_00505,2026-01-07T20:31:05Z,21.18,electronics,IN,True,False
txn_0000317,card_00415,2026-01-22T07:19:42Z,61.39,fuel,IN,False,False
txn_0000318,card_00041,2026-01-10T18:40:29Z,16.93,pharmacy,SG,False,False
txn_0000319,card_00508,2026-01-16T09:16:06Z,39.04,grocery,US,False,False
txn_0000320,card_00651,2026-01-26T20:34:43Z,251.54,atm_withdrawal,US,True,False
txn_0000321,card_00289,2026-01-06T09:17:33Z,24.3,entertainment,IN,False,False
txn_0000322,card_00243,2026-01-02T02:03:10Z,31.95,online_retail,SG,True,False
txn_0000323,card_00178,2026-01-23T00:07:34Z,68.94,online_retail,SG,False,False
txn_0000324,card_00180,2026-01-02T19:37:52Z,38.45,online_retail,SG,False,False
